AB,Defect,Type,Plot,Label,gap,VBM,Toten_pure,Toten_p2,Toten_p1,Toten_neut,Toten_m1,Toten_m2,Corr_p2,Corr_p1,Corr_neut,Corr_m1,Corr_m2,mu_Cd_rich,mu_Te_rich
CdSe0.12Te0.88,As_i+Te_i,Extrinsic,Y,As$_{i}$+Te$_{i}$,0.58,2.04,-599.70,-610.35,-608.16,-605.57,-603.08,-599.43,0.25,0.07,0.00,0.09,0.27,,8.69
CdSe0.12Te0.88,Bi_Se,Extrinsic,Y,Bi$_{Se}$,0.58,2.04,-599.70,-602.21,-600.07,-597.87,-595.57,-592.95,0.37,0.12,0.00,0.06,0.23,,0.15
CdSe0.12Te0.88,Bi_Se+Bi_i,Extrinsic,Y,Bi$_{Se}$+Bi$_{i}$,0.58,2.04,-599.70,-606.65,-603.97,-601.24,-598.09,-595.13,0.43,0.13,0.00,0.04,0.21,,4.46
CdSe0.12Te0.88,Bi_Se+Cl_Se,Extrinsic,Y,Bi$_{Se}$+Cl$_{Se}$,0.58,2.04,-599.70,-600.97,-598.78,-596.50,-593.89,-591.23,0.19,0.06,0.00,0.10,0.26,,-0.78
CdSe0.12Te0.88,Bi_Se+Cl_i,Extrinsic,Y,Bi$_{Se}$+Cl$_{i}$,0.58,2.04,-599.70,-605.71,-603.12,-600.87,-598.22,-595.52,0.21,0.04,0.00,0.09,0.22,,3.38
CdSe0.12Te0.88,Bi_Se+O_Se,Extrinsic,Y,Bi$_{Se}$+O$_{Se}$,0.58,2.04,-599.70,-603.62,-601.50,-599.33,-597.05,-594.55,0.20,0.03,0.00,0.10,0.29,,2.79
CdSe0.12Te0.88,Bi_Se+O_i,Extrinsic,Y,Bi$_{Se}$+O$_{i}$,0.58,2.04,-599.70,-608.09,-605.58,-604.30,-601.24,-598.59,0.19,0.04,0.00,0.11,0.37,,6.95
CdSe0.12Te0.88,Bi_Te,Extrinsic,Y,Bi$_{Te}$,0.58,2.04,-599.70,-602.79,-600.68,-598.52,-596.26,-593.67,0.37,0.09,0.00,0.04,0.16,,0.78
CdSe0.12Te0.88,Bi_Te+Bi_i,Extrinsic,Y,Bi$_{Te}$+Bi$_{i}$,0.58,2.04,-599.70,-607.15,-604.51,-601.82,-598.78,-595.98,0.34,0.16,0.00,-0.02,0.16,,5.09
CdSe0.12Te0.88,Bi_Te+Cl_Te,Extrinsic,Y,Bi$_{Te}$+Cl$_{Te}$,0.58,2.04,-599.70,-602.17,-600.09,-597.94,-595.39,-592.79,0.15,0.01,0.00,0.12,0.26,,0.49
CdSe0.12Te0.88,Bi_Te+Cl_i,Extrinsic,Y,Bi$_{Te}$+Cl$_{i}$,0.58,2.04,-599.70,-606.41,-603.84,-601.60,-598.98,-596.31,0.44,0.12,0.00,0.00,0.24,,4.02
CdSe0.12Te0.88,Bi_Te+O_Te,Extrinsic,Y,Bi$_{Te}$+O$_{Te}$,0.58,2.04,-599.70,-604.83,-602.79,-600.68,-598.44,-595.98,0.24,0.05,0.00,0.04,0.19,,4.06
CdSe0.12Te0.88,Bi_Te+O_i,Extrinsic,Y,Bi$_{Te}$+O$_{i}$,0.58,2.04,-599.70,-609.73,-607.38,-604.96,-602.30,-599.44,0.56,0.16,0.00,0.07,0.23,,7.79
CdSe0.12Te0.88,Bi_i,Extrinsic,Y,Bi$_{i}$,0.58,2.04,-599.70,-606.92,-604.19,-601.56,-598.86,-595.96,0.34,0.10,0.00,0.04,0.18,,4.31
CdSe0.12Te0.88,Bi_i+Bi_i,Extrinsic,Y,Bi$_{i}$+Bi$_{i}$,0.58,2.04,-599.70,-610.64,-607.94,-605.39,-602.35,-599.31,0.42,0.15,0.00,0.05,0.20,,8.62
CdSe0.12Te0.88,Bi_i+Se_i,Extrinsic,Y,Bi$_{i}$+Se$_{i}$,0.58,2.04,-599.70,-610.40,-608.13,-605.46,-602.66,-599.62,0.34,0.07,0.00,-0.02,0.16,,8.47
CdSe0.12Te0.88,Bi_i+Te_i,Extrinsic,Y,Bi$_{i}$+Te$_{i}$,0.58,2.04,-599.70,-610.18,-607.02,-604.58,-601.64,-598.16,0.19,-0.01,0.00,0.13,0.26,,7.84
CdSe0.12Te0.88,N_Se,Extrinsic,Y,N$_{Se}$,0.58,2.04,-599.70,-605.15,-603.13,-601.09,-599.02,-596.48,0.34,0.10,0.00,0.06,0.27,,4.38
CdSe0.12Te0.88,N_Se+Cl_Se,Extrinsic,Y,N$_{Se}$+Cl$_{Se}$,0.58,2.04,-599.70,-603.99,-601.96,-599.89,-597.36,-594.79,0.25,0.02,0.00,0.10,0.31,,3.45
CdSe0.12Te0.88,N_Se+Cl_i,Extrinsic,Y,N$_{Se}$+Cl$_{i}$,0.58,2.04,-599.70,-607.76,-605.36,-603.61,-601.02,-598.38,0.15,0.01,0.00,0.11,0.32,,7.61
CdSe0.12Te0.88,N_Se+N_i,Extrinsic,Y,N$_{Se}$+N$_{i}$,0.58,2.04,-599.70,-615.68,-613.07,-610.42,-607.16,-604.41,0.37,0.12,0.00,0.06,0.24,,12.91
CdSe0.12Te0.88,N_Se+O_Se,Extrinsic,Y,N$_{Se}$+O$_{Se}$,0.58,2.04,-599.70,-606.51,-604.51,-602.50,-600.44,-598.02,0.21,0.04,0.00,0.10,0.27,,7.02
CdSe0.12Te0.88,N_Se+O_i,Extrinsic,Y,N$_{Se}$+O$_{i}$,0.58,2.04,-599.70,-611.51,-609.39,-606.92,-604.43,-601.83,0.55,0.16,0.00,-0.02,0.16,,11.18
CdSe0.12Te0.88,N_Te,Extrinsic,Y,N$_{Te}$,0.58,2.04,-599.70,-605.65,-603.65,-601.64,-599.59,-597.09,0.19,-0.01,0.00,0.14,0.43,,5.01
CdSe0.12Te0.88,N_Te+Cl_Te,Extrinsic,Y,N$_{Te}$+Cl$_{Te}$,0.58,2.04,-599.70,-605.27,-603.29,-601.28,-598.82,-596.31,0.31,0.09,0.00,0.10,0.26,,4.72
CdSe0.12Te0.88,N_Te+Cl_i,Extrinsic,Y,N$_{Te}$+Cl$_{i}$,0.58,2.04,-599.70,-608.36,-606.33,-604.27,-601.71,-599.10,0.29,0.07,0.00,0.06,0.23,,8.25
CdSe0.12Te0.88,N_Te+N_i,Extrinsic,Y,N$_{Te}$+N$_{i}$,0.58,2.04,-599.70,-616.30,-613.71,-611.12,-607.84,-605.10,0.19,0.04,0.00,0.12,0.31,,13.55
CdSe0.12Te0.88,N_Te+O_Te,Extrinsic,Y,N$_{Te}$+O$_{Te}$,0.58,2.04,-599.70,-607.54,-605.60,-603.64,-601.64,-599.08,0.25,0.01,0.00,0.09,0.29,,8.29
CdSe0.12Te0.88,N_Te+O_i,Extrinsic,Y,N$_{Te}$+O$_{i}$,0.58,2.04,-599.70,-612.08,-610.00,-607.58,-604.96,-602.48,0.24,0.02,0.00,0.11,0.28,,11.81
CdSe0.12Te0.88,N_i,Extrinsic,Y,N$_{i}$,0.58,2.04,-599.70,-608.92,-606.93,-604.17,-601.42,-599.63,0.14,0.01,0.00,0.12,0.36,,8.54
CdSe0.12Te0.88,N_i+N_i,Extrinsic,Y,N$_{i}$+N$_{i}$,0.58,2.04,-599.70,-619.19,-616.71,-614.47,-611.85,-609.19,0.43,0.12,0.00,0.00,0.23,,17.08
CdSe0.12Te0.88,N_i+Se_i,Extrinsic,Y,N$_{i}$+Se$_{i}$,0.58,2.04,-599.70,-611.80,-609.66,-608.70,-605.92,-603.06,0.35,0.13,0.00,0.01,0.20,,12.70
CdSe0.12Te0.88,N_i+Te_i,Extrinsic,Y,N$_{i}$+Te$_{i}$,0.58,2.04,-599.70,-611.11,-610.43,-607.96,-605.05,-601.98,0.39,0.10,0.00,0.10,0.28,,12.07
CdSe0.12Te0.88,O_i+As_Se+O_i,Extrinsic,Y,O$_{i}$+As$_{Se}$+O$_{i}$,0.58,2.04,-599.70,-614.31,-613.15,-610.79,-608.43,-605.63,0.35,0.06,0.00,0.07,0.28,,14.42
CdSe0.12Te0.88,O_i+As_Te+O_i,Extrinsic,Y,O$_{i}$+As$_{Te}$+O$_{i}$,0.58,2.04,-599.70,-618.41,-616.33,-613.51,-610.93,-608.30,0.29,0.05,0.00,0.07,0.28,,15.45
CdSe0.12Te0.88,O_i+As_i+O_i,Extrinsic,Y,O$_{i}$+As$_{i}$+O$_{i}$,0.58,2.04,-599.70,-587.97,-615.51,-613.39,-611.21,-608.57,0.24,0.04,0.00,0.10,0.29,,18.77
CdSe0.12Te0.88,O_i+Bi_Se+O_i,Extrinsic,Y,O$_{i}$+Bi$_{Se}$+O$_{i}$,0.58,2.04,-599.70,-613.35,-612.18,-609.49,-606.86,-604.21,0.19,0.05,0.00,0.12,0.36,,13.46
CdSe0.12Te0.88,O_i+Bi_Te+O_i,Extrinsic,Y,O$_{i}$+Bi$_{Te}$+O$_{i}$,0.58,2.04,-599.70,-616.57,-614.79,-611.86,-609.22,-606.60,0.55,0.15,0.00,0.11,0.25,,13.39
CdSe0.12Te0.88,O_i+Bi_i+O_i,Extrinsic,Y,O$_{i}$+Bi$_{i}$+O$_{i}$,0.58,2.04,-599.70,-587.85,-615.60,-612.61,-610.18,-607.29,0.51,0.14,0.00,0.02,0.16,,17.92
CdSe0.12Te0.88,O_i+N_Se+O_i,Extrinsic,Y,O$_{i}$+N$_{Se}$+O$_{i}$,0.58,2.04,-599.70,-615.88,-614.77,-612.22,-609.80,-607.40,0.35,0.03,0.00,0.13,0.34,,17.99
CdSe0.12Te0.88,O_i+N_Te+O_i,Extrinsic,Y,O$_{i}$+N$_{Te}$+O$_{i}$,0.58,2.04,-599.70,-620.13,-618.09,-615.46,-612.83,-609.82,0.39,-0.01,0.00,0.10,0.30,,18.42
CdSe0.12Te0.88,O_i+N_i+O_i,Extrinsic,Y,O$_{i}$+N$_{i}$+O$_{i}$,0.58,2.04,-599.70,-590.47,-617.48,-615.34,-613.13,-611.83,0.33,0.04,0.00,0.10,0.26,,22.15
CdSe0.12Te0.88,O_i+P_Se+O_i,Extrinsic,Y,O$_{i}$+P$_{Se}$+O$_{i}$,0.58,2.04,-599.70,-615.57,-614.24,-612.13,-609.72,-607.06,0.39,0.01,0.00,0.12,0.31,,15.97
CdSe0.12Te0.88,O_i+P_Te+O_i,Extrinsic,Y,O$_{i}$+P$_{Te}$+O$_{i}$,0.58,2.04,-599.70,-620.67,-618.59,-615.99,-613.33,-610.57,0.33,-0.01,0.00,0.12,0.36,,16.89
CdSe0.12Te0.88,O_i+P_i+O_i,Extrinsic,Y,O$_{i}$+P$_{i}$+O$_{i}$,0.58,2.04,-599.70,-589.44,-615.99,-613.88,-611.70,-610.96,0.34,0.10,0.00,0.06,0.26,,19.37
CdSe0.12Te0.88,O_i+Sb_Se+O_i,Extrinsic,Y,O$_{i}$+Sb$_{Se}$+O$_{i}$,0.58,2.04,-599.70,-613.80,-612.87,-609.96,-607.26,-604.84,0.40,0.12,0.00,0.04,0.21,,15.87
CdSe0.12Te0.88,O_i+Sb_Te+O_i,Extrinsic,Y,O$_{i}$+Sb$_{Te}$+O$_{i}$,0.58,2.04,-599.70,-617.33,-615.44,-612.74,-609.83,-607.19,0.19,0.04,0.00,0.11,0.32,,16.89
CdSe0.12Te0.88,O_i+Sb_i+O_i,Extrinsic,Y,O$_{i}$+Sb$_{i}$+O$_{i}$,0.58,2.04,-599.70,-587.22,-615.62,-612.79,-610.47,-607.74,0.24,0.01,0.00,0.09,0.28,,18.17
CdSe0.12Te0.88,P_Se,Extrinsic,Y,P$_{Se}$,0.58,2.04,-599.70,-603.98,-601.93,-599.85,-597.73,-595.14,0.19,0.02,0.00,0.11,0.29,,1.60
CdSe0.12Te0.88,P_Se+Cl_Se,Extrinsic,Y,P$_{Se}$+Cl$_{Se}$,0.58,2.04,-599.70,-602.81,-600.74,-598.63,-596.04,-593.41,0.14,0.01,0.00,0.12,0.32,,0.67
CdSe0.12Te0.88,P_Se+Cl_i,Extrinsic,Y,P$_{Se}$+Cl$_{i}$,0.58,2.04,-599.70,-606.84,-604.76,-602.64,-599.27,-597.33,0.25,0.07,0.00,0.09,0.26,,4.84
CdSe0.12Te0.88,P_Se+O_Se,Extrinsic,Y,P$_{Se}$+O$_{Se}$,0.58,2.04,-599.70,-605.36,-603.33,-601.28,-599.19,-596.70,0.37,0.12,0.00,0.06,0.22,,4.24
CdSe0.12Te0.88,P_Se+O_i,Extrinsic,Y,P$_{Se}$+O$_{i}$,0.58,2.04,-599.70,-609.78,-607.65,-606.68,-604.32,-601.70,0.42,0.13,0.00,0.04,0.20,,8.41
CdSe0.12Te0.88,P_Se+P_i,Extrinsic,Y,P$_{Se}$+P$_{i}$,0.58,2.04,-599.70,-609.17,-606.70,-604.33,-601.68,-598.98,0.19,0.06,0.00,0.10,0.25,,7.36
CdSe0.12Te0.88,P_Te,Extrinsic,Y,P$_{Te}$,0.58,2.04,-599.70,-604.52,-602.50,-600.45,-598.37,-595.81,0.20,0.04,0.00,0.09,0.22,,2.23
CdSe0.12Te0.88,P_Te+Cl_Te,Extrinsic,Y,P$_{Te}$+Cl$_{Te}$,0.58,2.04,-599.70,-604.06,-602.06,-600.02,-597.49,-594.92,0.20,0.03,0.00,0.10,0.28,,1.94
CdSe0.12Te0.88,P_Te+Cl_i,Extrinsic,Y,P$_{Te}$+Cl$_{i}$,0.58,2.04,-599.70,-607.48,-605.42,-603.33,-600.74,-598.09,0.19,0.04,0.00,0.11,0.36,,5.47
CdSe0.12Te0.88,P_Te+O_Te,Extrinsic,Y,P$_{Te}$+O$_{Te}$,0.58,2.04,-599.70,-606.37,-604.39,-602.40,-600.37,-597.94,0.37,0.09,0.00,0.04,0.16,,5.51
CdSe0.12Te0.88,P_Te+O_i,Extrinsic,Y,P$_{Te}$+O$_{i}$,0.58,2.04,-599.70,-611.49,-609.46,-607.36,-604.96,-602.37,0.33,0.15,0.00,-0.02,0.16,,9.24
CdSe0.12Te0.88,P_Te+P_i,Extrinsic,Y,P$_{Te}$+P$_{i}$,0.58,2.04,-599.70,-609.65,-607.33,-605.07,-602.45,-599.77,0.14,0.01,0.00,0.12,0.25,,7.99
CdSe0.12Te0.88,P_i,Extrinsic,Y,P$_{i}$,0.58,2.04,-599.70,-607.68,-605.62,-602.95,-600.41,-597.70,0.44,0.12,0.00,0.00,0.23,,5.76
CdSe0.12Te0.88,P_i+P_i,Extrinsic,Y,P$_{i}$+P$_{i}$,0.58,2.04,-599.70,-613.31,-610.80,-608.10,-605.63,-602.80,0.23,0.05,0.00,0.04,0.19,,11.52
CdSe0.12Te0.88,P_i+Se_i,Extrinsic,Y,P$_{i}$+Se$_{i}$,0.58,2.04,-599.70,-611.49,-609.34,-606.71,-604.03,-601.27,0.54,0.15,0.00,0.07,0.22,,9.92
CdSe0.12Te0.88,P_i+Te_i,Extrinsic,Y,P$_{i}$+Te$_{i}$,0.58,2.04,-599.70,-610.87,-608.74,-606.11,-603.51,-599.93,0.33,0.10,0.00,0.04,0.18,,9.29
CdSe0.12Te0.88,Sb_Se,Extrinsic,Y,Sb$_{Se}$,0.58,2.04,-599.70,-602.73,-600.62,-598.47,-596.26,-593.64,0.41,0.14,0.00,0.05,0.19,,0.40
CdSe0.12Te0.88,Sb_Se+Cl_Se,Extrinsic,Y,Sb$_{Se}$+Cl$_{Se}$,0.58,2.04,-599.70,-601.53,-599.38,-597.18,-594.57,-591.91,0.33,0.07,0.00,-0.02,0.16,,-0.52
CdSe0.12Te0.88,Sb_Se+Cl_i,Extrinsic,Y,Sb$_{Se}$+Cl$_{i}$,0.58,2.04,-599.70,-605.65,-603.52,-601.34,-598.70,-595.99,0.19,-0.01,0.00,0.13,0.25,,3.64
CdSe0.12Te0.88,Sb_Se+O_Se,Extrinsic,Y,Sb$_{Se}$+O$_{Se}$,0.58,2.04,-599.70,-604.14,-602.05,-599.92,-597.73,-595.23,0.33,0.10,0.00,0.06,0.26,,3.04
CdSe0.12Te0.88,Sb_Se+O_i,Extrinsic,Y,Sb$_{Se}$+O$_{i}$,0.58,2.04,-599.70,-608.53,-606.20,-604.73,-602.14,-599.50,0.24,0.02,0.00,0.10,0.30,,7.21
CdSe0.12Te0.88,Sb_Se+Sb_i,Extrinsic,Y,Sb$_{Se}$+Sb$_{i}$,0.58,2.04,-599.70,-607.14,-604.47,-601.74,-598.76,-595.95,0.14,0.01,0.00,0.11,0.31,,4.96
CdSe0.12Te0.88,Sb_Te,Extrinsic,Y,Sb$_{Te}$,0.58,2.04,-599.70,-603.30,-601.22,-599.11,-596.94,-594.35,0.37,0.12,0.00,0.06,0.23,,1.03
CdSe0.12Te0.88,Sb_Te+Cl_Te,Extrinsic,Y,Sb$_{Te}$+Cl$_{Te}$,0.58,2.04,-599.70,-602.74,-600.69,-598.60,-596.04,-593.44,0.20,0.04,0.00,0.10,0.26,,0.74
CdSe0.12Te0.88,Sb_Te+Cl_i,Extrinsic,Y,Sb$_{Te}$+Cl$_{i}$,0.58,2.04,-599.70,-606.31,-604.21,-602.07,-599.45,-596.77,0.54,0.15,0.00,-0.02,0.16,,4.27
CdSe0.12Te0.88,Sb_Te+O_Te,Extrinsic,Y,Sb$_{Te}$+O$_{Te}$,0.58,2.04,-599.70,-605.27,-603.25,-601.20,-599.06,-596.60,0.19,-0.01,0.00,0.14,0.43,,4.31
CdSe0.12Te0.88,Sb_Te+O_i,Extrinsic,Y,Sb$_{Te}$+O$_{i}$,0.58,2.04,-599.70,-610.27,-608.18,-605.32,-602.82,-600.21,0.30,0.09,0.00,0.10,0.25,,8.04
CdSe0.12Te0.88,Sb_Te+Sb_i,Extrinsic,Y,Sb$_{Te}$+Sb$_{i}$,0.58,2.04,-599.70,-536.27,-532.34,-528.39,-524.43,-520.44,0.29,0.07,0.00,0.06,0.23,,5.60
CdSe0.12Te0.88,Sb_i,Extrinsic,Y,Sb$_{i}$,0.58,2.04,-599.70,-606.94,-604.38,-601.65,-598.95,-596.24,0.19,0.04,0.00,0.12,0.31,,4.56
CdSe0.12Te0.88,Sb_i+Sb_i,Extrinsic,Y,Sb$_{i}$+Sb$_{i}$,0.58,2.04,-599.70,-610.65,-608.02,-605.79,-602.85,-599.95,0.25,0.01,0.00,0.09,0.29,,9.13
CdSe0.12Te0.88,Sb_i+Se_i,Extrinsic,Y,Sb$_{i}$+Se$_{i}$,0.58,2.04,-599.70,-610.53,-608.32,-605.65,-602.86,-599.90,0.24,0.02,0.00,0.11,0.28,,8.72
CdSe0.12Te0.88,Sb_i+Te_i,Extrinsic,Y,Sb$_{i}$+Te$_{i}$,0.58,2.04,-599.70,-610.22,-607.41,-604.82,-601.79,-598.52,0.14,0.01,0.00,0.12,0.36,,8.09
